SubjectId	OriginGMT	DestinationGMT	Direction	q02_TripPurpose	q03_WhoPays	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	Cont_Income	q17_Gender	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	Legroom_1	Legroom_2	Legroom_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	TripPurpose
88	480	480	1	4	2	2	-1	570	1	5	99	-1	1	1	6	6	1	8	-1	-1	2	5	3	2	-1	4	5	16.5	9	12	990	540	720	19.0333	13.5333	17.0333	1142	812	1022	2.53333	3.03333	3.03333	2.53333	4.53333	5.03333	2	4	3	225	200	200	1	0	0	4
89	480	300	2	4	1	1	510	-1	2	5	99	-1	2	2	6	1	4	4	-1	-1	1	1	5	5	-1	6	6	7	6	8	420	360	480	15.3	15.3	17.3	918	918	1038	5.3	5.8	5.8	5.3	6.3	6.3	4	2	1	840	750	930	1	0	0	4
90	480	480	1	2	1	2	-1	1020	1	2	99	-1	2	2	6	6	3	6	-1	-1	5	7	4	3	-1	3	6	7.5	18	10.5	450	1080	630	10.0333	22.5333	15.5333	602	1352	932	2.53333	3.03333	3.03333	2.53333	4.53333	5.03333	1	2	1	300	335	385	1	0	0	2
91	480	480	1	2	1	1	480	-1	2	2	5	50	2	2	7	1	2	7	-1	-1	10	7	8	8	-1	6	4	16.5	13.5	9	990	810	540	18.4667	16.9667	11.9667	1108	1018	718	1.96667	2.46667	2.46667	1.96667	3.46667	2.96667	2	3	4	330	300	255	0	0	1	2
92	480	480	1	2	1	1	540	-1	2	5	11	137.5	1	2	8	3	8	1	-1	-1	4	7	4	5	-1	1	5	9	15	15	540	900	900	9.96667	17.9667	17.4667	598	1078	1048	0.966667	1.46667	1.46667	0.966667	2.96667	2.46667	2	3	4	250	250	180	1	0	0	2
93	300	300	1	2	1	1	600	-1	2	3.5	99	-1	2	6	6	3	6	5	-1	-1	2	7	3	6	-1	4	3	15	13.5	16.5	900	810	990	16.8167	16.8167	20.3167	1009	1009	1219	1.81667	2.31667	2.31667	1.81667	3.31667	3.81667	2	4	3	265	220	210	1	0	0	2
94	300	300	1	3	1	1	450	-1	3	3.5	8	80	2	1	6	2	4	6	-1	-1	2	7	1	5	-1	2	7	12	9	9	720	540	540	14.5167	13.0167	14.0167	871	781	841	2.51667	3.01667	3.01667	2.51667	4.01667	5.01667	1	1	3	285	370	335	1	0	0	3
95	480	480	1	1	1	2	720	960	1	3.5	7	70	1	4	6	7	1	4	-1	-1	3	7	1	6	-1	7	1	7.5	10.5	10.5	450	630	630	8.86667	12.8667	13.8667	532	772	832	1.36667	1.86667	1.86667	1.36667	2.36667	3.36667	4	1	2	200	180	155	1	0	0	1
96	300	480	0	2	1	2	-1	780	2	3.5	12	162.5	2	4	7	2	1	3	-1	-1	9	7	6	1	-1	1	2	18	18	13.5	1080	1080	810	19.3	21.3	16.3	1158	1278	978	4.3	4.8	4.8	4.3	6.3	5.8	1	1	2	180	180	200	1	0	0	2
97	360	300	2	4	1	0	-1	-1	3	6	8	80	1	6	3	10	7	11	-1	-1	4	5	2	8	-1	7	7	8	11	9	480	660	540	12.1333	17.6333	15.6333	728	1058	938	3.13333	3.63333	3.63333	3.13333	5.63333	5.63333	3	3	4	330	345	380	0	0	1	4
98	420	420	1	1	2	1	1140	-1	-1	-1	-1	-1	-1	-1	-1	2	5	7	-1	-1	4	4	7	5	-1	8	6	15	10.5	13.5	900	630	810	16.3667	13.3667	16.8667	982	802	1012	1.36667	1.86667	1.86667	1.36667	2.86667	3.36667	3	1	4	220	210	210	1	0	0	1
99	480	480	1	2	1	0	-1	-1	99	99	99	-1	99	99	99	11	2	2	-1	-1	4	4	5	8	-1	7	3	13.5	9	9	810	540	540	14.8667	11.3667	11.8667	892	682	712	1.36667	1.86667	1.86667	1.36667	2.36667	2.86667	2	2	2	150	115	125	1	0	0	2
100	360	360	1	2	1	1	540	-1	2	3.5	4	40	1	5	6	2	3	4	-1	-1	3	5	8	7	-1	6	7	15	9	7.5	900	540	450	17.4833	13.4833	11.4833	1049	809	689	2.48333	2.98333	2.98333	2.48333	4.48333	3.98333	2	3	4	430	525	430	0	0	1	2
101	480	300	2	2	1	1	720	-1	1	2	4	40	1	2	9	7	7	7	-1	-1	4	1	4	4	-1	7	7	8	13	7	480	780	420	15.8333	22.3333	16.8333	950	1340	1010	4.83333	5.33333	5.33333	4.83333	6.33333	6.83333	2	4	3	325	290	360	0	1	0	2
102	360	480	0	2	1	2	-1	645	1	3.5	4	40	1	4	3	1	11	7	-1	-1	2	8	3	7	-1	2	8	18	15	7.5	1080	900	450	19.3667	17.3667	9.86667	1162	1042	592	3.36667	3.86667	3.86667	3.36667	4.36667	4.36667	2	1	4	380	420	440	1	0	0	2
103	360	480	0	1	2	2	-1	630	5	3.5	14	350	1	1	7	3	4	5	-1	-1	1	8	8	2	-1	8	1	7.5	15	12	450	900	720	9.25	17.75	15.75	555	1065	945	3.75	4.25	4.25	3.75	4.75	5.75	2	2	3	290	290	325	1	0	0	1
104	300	360	0	4	1	2	-1	-1	2	5	12	162.5	1	2	7	2	7	4	-1	-1	6	3	3	8	-1	2	2	7.5	7.5	9	450	450	540	9.23333	11.7333	12.2333	554	704	734	2.73333	3.23333	3.23333	2.73333	5.23333	4.23333	2	1	4	325	325	280	1	0	0	4
105	300	300	1	2	1	1	720	-1	2	2	7	70	2	5	3	11	3	1	-1	-1	11	1	8	6	-1	2	3	7.5	16.5	15	450	990	900	10.35	21.35	20.35	621	1281	1221	2.85	3.35	3.35	2.85	4.85	5.35	2	4	3	235	290	290	1	0	0	2
106	480	480	1	2	1	2	-1	900	1	5	10	112.5	2	4	6	10	7	1	-1	-1	7	4	3	2	-1	6	1	15	18	13.5	900	1080	810	17.5333	23.0333	18.5333	1052	1382	1112	2.53333	3.03333	3.03333	2.53333	5.03333	5.03333	2	2	3	410	340	325	0	1	0	2
107	480	480	1	2	1	1	1200	-1	2	3.5	9	92.5	1	2	6	6	7	6	-1	-1	1	8	6	5	-1	5	5	15	16.5	18	900	990	1080	17.5333	21.5333	23.0333	1052	1292	1382	2.53333	3.03333	3.03333	2.53333	5.03333	5.03333	1	4	1	230	210	240	1	0	0	2
108	300	480	0	4	2	0	-1	-1	2	6	14	350	1	1	7	1	3	5	-1	-1	4	5	7	2	-1	5	7	15	15	10.5	900	900	630	17.7667	19.2667	14.7667	1066	1156	886	5.76667	6.26667	6.26667	5.76667	7.26667	7.26667	1	2	4	475	495	430	1	0	0	4
109	480	300	2	2	1	2	-1	1140	3	3.5	14	350	1	1	7	7	6	1	-1	-1	6	2	5	2	-1	1	7	6	13	6	360	780	360	14.3	23.3	15.3	858	1398	918	5.3	5.8	5.8	5.3	7.3	6.3	1	2	4	620	500	560	0	1	0	2
110	360	480	0	2	1	1	420	-1	2	5	7	70	2	2	7	2	3	2	-1	-1	5	2	2	2	-1	3	6	16.5	13.5	9	990	810	540	17.8333	15.8333	12.3333	1070	950	740	3.33333	3.83333	3.83333	3.33333	4.33333	5.33333	4	1	2	300	300	265	1	0	0	2
111	480	480	1	2	1	2	-1	900	2	3.5	3	30	2	5	3	7	9	6	-1	-1	2	5	8	1	-1	1	1	10.5	10.5	18	630	630	1080	13.0333	15.5333	21.5333	782	932	1292	2.53333	3.03333	3.03333	2.53333	5.03333	3.53333	3	3	1	235	235	260	1	0	0	2
112	300	360	0	3	2	2	-1	645	2	5	5	50	1	1	7	7	3	7	-1	-1	2	2	4	4	-1	5	8	15	7.5	16.5	900	450	990	16.2333	10.7333	19.2333	974	644	1154	2.23333	2.73333	2.73333	2.23333	4.23333	3.73333	1	1	2	195	265	195	1	0	0	3
113	480	300	2	4	1	2	-1	840	2	3.5	8	80	2	4	6	1	1	1	-1	-1	4	7	1	3	-1	8	2	13	8	9	780	480	540	21.3333	17.8333	18.8333	1280	1070	1130	5.33333	5.83333	5.83333	5.33333	6.83333	6.83333	2	4	2	975	765	805	0	1	0	4
114	480	300	2	2	1	2	-1	840	1	6	7	70	2	2	6	3	1	7	-1	-1	6	8	7	8	-1	3	3	7	8	13	420	480	780	15.3333	18.8333	22.3333	920	1130	1340	5.33333	5.83333	5.83333	5.33333	7.83333	6.33333	2	2	2	460	505	460	1	0	0	2
115	480	300	2	4	1	2	-1	780	1	2	3	30	1	4	3	3	7	4	-1	-1	2	2	8	3	-1	7	8	7	7	12	420	420	720	15.3	16.3	22.8	918	978	1368	5.3	5.8	5.8	5.3	6.3	7.8	3	4	2	795	930	840	1	0	0	4
116	300	300	1	2	1	1	930	-1	2	3.5	5	50	2	5	3	1	1	1	-1	-1	4	7	1	3	-1	8	2	14	9	10	840	540	600	17.0167	13.5167	14.5167	1021	811	871	3.01667	3.51667	3.51667	3.01667	4.51667	4.51667	2	4	2	355	280	295	1	0	0	2
117	480	300	2	2	1	2	-1	960	2	3.5	5	50	2	3	6	3	4	5	-1	-1	1	8	8	2	-1	8	1	6	11	9	360	660	540	13.8333	19.8333	18.8333	830	1190	1130	4.83333	5.33333	5.33333	4.83333	5.83333	6.83333	2	2	3	460	460	510	1	0	0	2
118	300	300	1	2	1	1	630	-1	2	3.5	6	60	1	3	4	7	9	5	-1	-1	8	4	1	5	-1	2	7	18	7.5	15	1080	450	900	20.45	12.45	18.45	1227	747	1107	2.45	2.95	2.95	2.45	4.95	3.45	2	2	2	215	190	160	0	0	1	2
119	480	300	2	4	2	1	720	-1	1	1	99	-1	1	99	99	2	10	9	-1	-1	5	8	5	2	-1	3	8	13	7	8	780	420	480	21.3	17.8	17.3	1278	1068	1038	5.3	5.8	5.8	5.3	7.8	6.3	1	4	4	1015	885	750	0	0	1	4
120	300	480	0	1	2	1	1335	-1	1	3.5	99	-1	2	99	99	3	5	7	-1	-1	3	3	7	8	-1	1	6	18	13.5	15	1080	810	900	19.8833	16.3833	19.3833	1193	983	1163	4.88333	5.38333	5.38333	4.88333	5.88333	7.38333	1	3	3	325	305	305	1	0	0	1
121	480	480	1	2	1	1	480	-1	1	2	2	20	1	6	3	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	11.4667	9.46667	10.9667	688	568	658	0.966667	1.46667	1.46667	0.966667	1.96667	3.46667	1	3	3	170	160	125	1	0	0	2
122	480	480	1	2	1	1	1080	-1	1	2	3	30	2	2	6	2	6	5	-1	-1	7	2	3	4	-1	7	3	18	10.5	12	1080	630	720	19.9667	13.4667	16.4667	1198	808	988	1.96667	2.46667	2.46667	1.96667	2.96667	4.46667	4	2	4	150	165	165	1	0	0	2
123	300	360	0	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	11	7	-1	-1	2	8	3	7	-1	2	8	14	12	7	840	720	420	17.6167	16.6167	11.6167	1057	997	697	4.61667	5.11667	5.11667	4.61667	5.61667	5.61667	2	1	4	440	490	510	1	0	0	4
124	480	480	1	1	2	1	540	-1	1	3.5	10	112.5	2	1	6	4	6	10	-1	-1	8	1	6	3	-1	7	6	15	15	7.5	900	900	450	15.9667	17.4667	10.4667	958	1048	628	0.966667	1.46667	1.46667	0.966667	2.46667	2.96667	1	2	1	210	160	150	1	0	0	1
125	300	480	0	2	1	1	720	-1	4	6	9	92.5	1	1	7	2	3	4	-1	-1	3	8	3	8	-1	8	4	12	18	16.5	720	1080	990	13.3	20.3	19.8	798	1218	1188	4.3	4.8	4.8	4.3	5.3	6.3	1	4	1	190	160	225	1	0	0	2
126	300	360	0	2	1	1	1200	-1	1	3.5	4	40	2	2	6	1	11	3	-1	-1	4	2	2	6	-1	1	5	10.5	16.5	12	630	990	720	11.7333	18.7333	14.2333	704	1124	854	2.23333	2.73333	2.73333	2.23333	3.23333	3.23333	3	4	3	205	230	205	1	0	0	2
127	480	300	2	2	1	1	1200	-1	1	2	3	30	2	2	6	2	4	5	-1	-1	8	6	8	1	-1	1	1	12	9	12	720	540	720	20.5333	19.0333	23.0333	1232	1142	1382	5.53333	6.03333	6.03333	5.53333	7.03333	8.03333	4	4	4	800	875	650	0	0	1	2
128	300	300	1	1	1	2	-1	435	1	3.5	8	80	1	1	8	9	1	5	-1	-1	3	2	6	5	-1	7	1	16.5	7.5	9	990	450	540	19.0167	12.0167	14.0167	1141	721	841	2.51667	3.01667	3.01667	2.51667	4.51667	5.01667	1	2	1	395	450	340	1	0	0	1
129	480	480	1	2	1	2	-1	720	1	2	2	20	2	5	3	8	4	3	-1	-1	5	8	8	5	-1	7	2	18	15	10.5	1080	900	630	19.25	17.75	13.25	1155	1065	795	1.25	1.75	1.75	1.25	2.75	2.75	4	3	3	110	120	135	1	0	0	2
130	480	420	2	2	1	0	-1	-1	1	2	4	40	1	2	6	5	5	6	-1	-1	11	4	7	2	-1	7	8	13	9	7	780	540	420	16.2333	13.2333	11.7333	974	794	704	2.23333	2.73333	2.73333	2.23333	3.23333	3.73333	1	4	4	415	435	560	1	0	0	2
131	360	300	2	2	1	0	-1	-1	1	5	9	92.5	1	12	7	1	2	7	-1	-1	10	7	8	8	-1	6	4	13	11	8	780	660	480	16.5833	16.0833	12.5833	995	965	755	2.58333	3.08333	3.08333	2.58333	4.08333	3.58333	2	3	4	395	360	305	0	0	1	2
132	480	480	1	1	2	1	420	-1	1	6	99	-1	1	4	9	2	6	5	-1	-1	7	2	3	4	-1	7	3	18	10.5	12	1080	630	720	19.25	12.75	15.75	1155	765	945	1.25	1.75	1.75	1.25	2.25	3.75	4	2	4	100	110	110	0	1	0	1
133	360	480	0	2	1	1	570	-1	2	7	4	40	2	5	2	3	2	11	-1	-1	9	4	5	1	-1	8	7	10.5	9	15	630	540	900	11.8333	11.8333	18.3333	710	710	1100	3.33333	3.83333	3.83333	3.33333	4.83333	5.33333	4	3	2	430	430	450	1	0	0	2
134	300	480	0	2	1	1	420	-1	3	5	7	70	2	10	2	1	11	3	-1	-1	4	2	2	6	-1	1	5	10.5	16.5	12	630	990	720	11.8	18.8	14.3	708	1128	858	4.3	4.8	4.8	4.3	5.3	5.3	3	4	3	170	190	170	1	0	0	2
135	360	480	0	2	1	2	-1	810	2	3.5	10	112.5	2	2	7	1	2	7	-1	-1	10	7	8	8	-1	6	4	16.5	13.5	9	990	810	540	18.7333	17.2333	12.2333	1124	1034	734	4.23333	4.73333	4.73333	4.23333	5.73333	5.23333	2	3	4	605	550	465	0	0	1	2
136	480	300	2	1	2	1	600	-1	1	3.5	14	350	1	1	6	6	2	7	-1	-1	1	2	8	5	-1	5	4	6	8	6	360	480	360	14.3	17.3	15.8	858	1038	948	5.3	5.8	5.8	5.3	6.3	6.8	4	1	3	885	625	735	1	0	0	1
137	480	300	2	1	2	1	660	-1	1	5	10	112.5	2	1	6	2	2	11	-1	-1	1	7	7	6	-1	5	4	12	6	13	720	360	780	20.5333	16.5333	22.5333	1232	992	1352	5.53333	6.03333	6.03333	5.53333	7.53333	6.53333	1	2	4	550	640	670	1	0	0	1
138	420	360	2	1	1	2	-1	990	1	8	99	-1	1	6	6	5	4	7	-1	-1	3	7	1	2	-1	5	3	9	9	15	540	540	900	11.85	12.85	18.85	711	771	1131	1.85	2.35	2.35	1.85	2.85	2.85	3	4	3	255	290	275	1	0	0	1
139	480	480	1	1	1	1	1035	-1	2	3.5	10	112.5	2	6	5	6	4	4	-1	-1	10	8	7	7	-1	1	1	7.5	9	13.5	450	540	810	10.0333	14.0333	18.0333	602	842	1082	2.53333	3.03333	3.03333	2.53333	5.03333	4.53333	1	3	3	295	255	240	1	0	0	1
140	300	480	0	2	1	2	-1	720	2	3.5	14	350	2	1	5	4	4	9	-1	-1	7	2	6	3	-1	5	3	10.5	12	12	630	720	720	13.35	16.85	16.35	801	1011	981	5.85	6.35	6.35	5.85	7.85	7.35	2	3	4	495	450	470	1	0	0	2
141	480	360	2	1	2	1	1380	-1	1	3.5	11	137.5	2	4	7	4	3	3	-1	-1	1	6	5	7	-1	7	5	9	11	7	540	660	420	14.4833	18.9833	13.4833	869	1139	809	3.48333	3.98333	3.98333	3.48333	5.98333	4.48333	2	2	2	350	370	330	1	0	0	1
142	300	360	0	2	1	1	600	-1	2	5	14	350	2	2	6	4	5	4	-1	-1	2	1	1	4	-1	6	5	13.5	10.5	15	810	630	900	14.7333	13.7333	17.2333	884	824	1034	2.23333	2.73333	2.73333	2.23333	4.23333	3.23333	1	2	4	335	350	365	1	0	0	2
143	300	480	0	2	1	0	-1	-1	1	5	6	60	2	2	7	4	5	4	-1	-1	2	1	1	4	-1	6	5	13.5	10.5	15	810	630	900	16.35	15.35	18.85	981	921	1131	5.85	6.35	6.35	5.85	7.85	6.85	1	2	4	330	345	360	0	0	1	2
144	480	300	2	1	3	2	-1	675	1	2	3	30	2	6	3	1	3	5	-1	-1	4	8	5	6	-1	1	4	9	8	11	540	480	660	17.5	19	21.5	1050	1140	1290	5.5	6	6	5.5	8	7.5	2	1	1	450	635	610	1	0	0	1
145	480	480	1	2	1	1	990	-1	1	2	2	20	2	4	3	8	5	5	-1	-1	6	6	4	3	-1	1	3	18	9	7.5	1080	540	450	20.5333	14.0333	12.5333	1232	842	752	2.53333	3.03333	3.03333	2.53333	5.03333	5.03333	1	4	1	175	150	175	1	0	0	2
146	480	480	1	2	1	1	600	-1	1	5	11	137.5	99	99	99	3	1	7	-1	-1	6	8	7	8	-1	3	3	9	10.5	18	540	630	1080	11.5333	15.5333	21.5333	692	932	1292	2.53333	3.03333	3.03333	2.53333	5.03333	3.53333	2	2	2	185	205	185	1	0	0	2
147	480	480	1	2	1	1	840	-1	1	2	10	112.5	1	1	6	3	3	4	-1	-1	6	6	3	5	-1	1	4	13.5	7.5	12	810	450	720	16.0333	11.5333	17.0333	962	692	1022	2.53333	3.03333	3.03333	2.53333	4.03333	5.03333	3	2	2	270	235	245	1	0	0	2
148	300	300	1	2	1	1	960	-1	4	3.5	11	137.5	1	1	7	3	7	2	-1	-1	9	8	1	4	-1	6	5	15	12	9	900	720	540	17.5167	15.5167	14.0167	1051	931	841	2.51667	3.01667	3.01667	2.51667	3.51667	5.01667	2	1	1	265	280	320	1	0	0	2
149	300	480	0	2	1	1	975	-1	2	6	10	112.5	1	2	7	1	1	1	-1	-1	3	3	2	5	-1	6	8	13.5	15	9	810	900	540	14.8	18.8	12.3	888	1128	738	4.3	4.8	4.8	4.3	6.8	6.3	1	3	3	265	265	215	0	0	1	2
150	300	480	0	2	1	2	-1	990	1	3.5	7	70	1	2	8	10	10	2	-1	-1	5	1	7	7	-1	1	1	9	7.5	7.5	540	450	450	11.6167	11.6167	11.6167	697	697	697	5.61667	6.11667	6.11667	5.61667	7.11667	7.11667	2	4	2	465	585	490	1	0	0	2
151	480	300	2	2	1	1	1260	-1	3	3.5	10	112.5	1	2	6	4	1	2	-1	-1	7	8	8	3	-1	5	7	9	13	11	540	780	660	17.5333	23.0333	22.0333	1052	1382	1322	5.53333	6.03333	6.03333	5.53333	7.03333	8.03333	3	2	2	610	730	520	0	0	1	2
152	360	480	0	2	1	2	-1	1215	1	3.5	9	92.5	2	6	7	5	1	6	-1	-1	7	1	5	6	-1	1	4	18	12	9	1080	720	540	20.2333	15.7333	12.7333	1214	944	764	4.23333	4.73333	4.73333	4.23333	5.73333	5.73333	1	2	4	430	345	430	0	1	0	2
153	360	480	0	2	1	2	-1	660	1	6	13	187.5	1	1	6	8	4	3	-1	-1	5	8	8	5	-1	7	2	18	15	10.5	1080	900	630	19.75	18.25	13.75	1185	1095	825	3.75	4.25	4.25	3.75	5.25	5.25	4	3	3	155	165	185	1	0	0	2
154	480	300	2	4	2	1	-1	-1	1	2	9	92.5	2	2	7	6	4	4	-1	-1	10	8	7	7	-1	1	1	6	7	10	360	420	600	14.3	17.8	20.3	858	1068	1218	5.3	5.8	5.8	5.3	7.8	7.3	1	3	3	650	560	530	0	0	1	4
155	300	480	0	2	1	1	1260	-1	2	5	3	30	2	6	6	2	6	5	-1	-1	7	4	8	1	-1	3	5	13.5	15	9	810	900	540	15.7333	19.2333	12.2333	944	1154	734	5.23333	5.73333	5.73333	5.23333	7.23333	6.23333	3	1	1	355	335	415	1	0	0	2
156	360	360	1	1	2	2	-1	960	1	5	10	112.5	1	2	7	4	7	7	-1	-1	3	5	4	6	-1	4	7	9	7.5	7.5	540	450	450	10	9.5	11	600	570	660	1	1.5	1.5	1	2	3.5	4	2	4	90	105	130	1	0	0	1
157	480	480	1	4	2	1	1230	-1	2	6	10	112.5	1	2	7	3	5	7	-1	-1	3	3	7	8	-1	1	6	18	13.5	15	1080	810	900	20.5833	17.0833	20.0833	1235	1025	1205	2.58333	3.08333	3.08333	2.58333	3.58333	5.08333	1	3	3	245	230	230	0	0	1	4
158	480	300	2	2	1	2	-1	960	1	6	11	137.5	2	2	7	5	5	6	-1	-1	10	2	5	6	-1	3	2	7	11	12	420	660	720	14.9833	20.9833	21.9833	899	1259	1319	4.98333	5.48333	5.48333	4.98333	6.98333	6.98333	2	3	1	640	610	580	1	0	0	2
159	360	300	2	2	1	1	1140	-1	2	3.5	8	80	2	2	6	2	3	4	-1	-1	3	5	8	7	-1	6	7	15	9	7.5	900	540	450	17.95	13.95	11.95	1077	837	717	1.95	2.45	2.45	1.95	3.95	3.45	2	3	4	300	370	300	1	0	0	2
160	360	300	2	2	1	1	510	-1	1	6	6	60	99	3	3	3	5	3	-1	-1	5	1	6	2	-1	2	4	9	14	14	540	840	840	13.1333	19.1333	20.6333	788	1148	1238	3.13333	3.63333	3.63333	3.13333	4.13333	5.63333	4	2	4	190	240	200	1	0	0	2
161	360	480	0	3	2	1	720	-1	1	3.5	4	40	1	5	6	4	1	2	-1	-1	7	5	3	5	-1	1	4	15	9	10.5	900	540	630	17.2333	13.7333	13.7333	1034	824	824	4.23333	4.73333	4.73333	4.23333	6.73333	5.23333	4	1	3	405	515	430	1	0	0	3
162	300	480	0	4	1	2	-1	930	2	6	99	-1	1	4	6	4	3	7	-1	-1	6	7	4	6	-1	6	8	18	18	12	1080	1080	720	20.45	22.95	15.45	1227	1377	927	5.45	5.95	5.95	5.45	7.95	6.45	3	3	1	310	290	325	0	0	1	4
163	420	360	2	4	2	2	-1	570	1	3.5	9	92.5	2	1	6	5	6	7	-1	-1	11	8	2	6	-1	3	1	13.5	7.5	13.5	810	450	810	16.35	11.85	17.35	981	711	1041	1.85	2.35	2.35	1.85	3.35	2.85	3	2	3	400	340	480	1	0	0	4
164	300	300	1	1	2	1	600	-1	1	3.5	6	60	1	4	6	1	7	6	-1	-1	11	6	6	8	-1	6	5	18	9	10.5	1080	540	630	20.5167	13.5167	15.0167	1231	811	901	2.51667	3.01667	3.01667	2.51667	4.51667	4.51667	3	2	2	225	270	235	1	0	0	1
165	480	300	2	2	1	2	-1	780	1	4	5	50	2	3	6	10	10	4	-1	-1	10	3	6	6	-1	2	7	11	8	9	660	480	540	19.3	17.8	18.8	1158	1068	1128	5.3	5.8	5.8	5.3	6.8	6.8	3	1	1	795	750	750	1	0	0	2
166	480	300	2	1	2	2	-1	930	1	5	12	162.5	1	1	7	7	9	5	-1	-1	8	4	1	5	-1	2	7	13	6	11	780	360	660	21.3333	16.8333	20.3333	1280	1010	1220	5.33333	5.83333	5.83333	5.33333	7.83333	6.33333	2	2	2	610	535	460	1	0	0	1
167	480	300	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	1	6	-1	-1	5	5	5	4	-1	8	4	11	11	6	660	660	360	19.3	20.3	15.3	1158	1218	918	5.3	5.8	5.8	5.3	6.3	6.3	3	4	3	490	490	465	1	0	0	1
168	480	480	1	2	1	0	-1	-1	99	99	99	-1	99	99	99	4	4	1	-1	-1	4	5	5	1	-1	2	8	13.5	18	16.5	810	1080	990	16.0333	21.5333	21.0333	962	1292	1262	2.53333	3.03333	3.03333	2.53333	3.53333	4.53333	4	1	2	245	210	210	1	0	0	2
169	480	300	2	1	2	2	-1	1080	1	3.5	14	350	2	1	6	11	5	6	-1	-1	1	3	7	1	-1	4	8	6	10	7	360	600	420	14.5333	20.0333	16.5333	872	1202	992	5.53333	6.03333	6.03333	5.53333	7.03333	6.53333	3	2	3	725	875	725	1	0	0	1
170	360	480	0	2	1	1	990	-1	1	3.5	10	112.5	1	6	6	5	8	2	-1	-1	6	5	7	3	-1	8	1	10.5	18	9	630	1080	540	13	21.5	12.5	780	1290	750	4.5	5	5	4.5	5.5	5.5	4	2	1	590	725	590	1	0	0	2
171	300	300	1	2	1	1	1200	-1	1	3.5	7	70	2	5	3	4	7	3	-1	-1	5	4	5	7	-1	5	1	15	10.5	12	900	630	720	17.85	14.35	17.35	1071	861	1041	2.85	3.35	3.35	2.85	3.85	5.35	1	3	3	290	290	290	1	0	0	2
172	300	480	0	2	1	1	1125	-1	5	3.5	12	162.5	1	1	7	6	9	3	-1	-1	7	7	2	4	-1	8	5	9	9	16.5	540	540	990	11.45	12.95	20.45	687	777	1227	5.45	5.95	5.95	5.45	6.95	6.95	1	2	4	340	275	355	0	0	1	2
173	300	360	0	2	1	1	510	-1	2	3.5	10	112.5	1	2	6	6	5	1	-1	-1	7	1	1	7	-1	3	4	9	9	8	540	540	480	12.6167	15.1167	14.1167	757	907	847	4.61667	5.11667	5.11667	4.61667	7.11667	7.11667	3	3	4	665	495	520	0	1	0	2
174	360	480	0	4	1	1	1065	-1	2	5	10	112.5	2	5	6	3	6	5	-1	-1	2	7	3	6	-1	4	3	15	13.5	16.5	900	810	990	16.3333	16.3333	19.8333	980	980	1190	3.33333	3.83333	3.83333	3.33333	4.83333	5.33333	2	4	3	290	240	225	0	0	1	4
175	480	300	2	1	2	2	-1	840	1	3.5	7	70	2	1	6	5	3	1	-1	-1	5	8	3	1	-1	7	5	7	13	13	420	780	780	14.8333	22.3333	22.3333	890	1340	1340	4.83333	5.33333	5.33333	4.83333	6.33333	6.33333	3	1	1	615	590	460	1	0	0	1
176	360	300	2	2	1	2	-1	1140	2	3.5	12	162.5	2	1	6	3	1	3	-1	-1	1	2	6	2	-1	8	2	12	7	12	720	420	720	15.5	13	16.5	930	780	990	2.5	3	3	2.5	5	3.5	3	3	1	170	220	240	1	0	0	2
177	480	480	1	3	1	2	-1	960	1	5	9	92.5	1	2	9	10	6	3	-1	-1	6	3	8	5	-1	5	4	9	12	13.5	540	720	810	10.9667	15.9667	17.4667	658	958	1048	1.96667	2.46667	2.46667	1.96667	3.96667	3.96667	3	2	2	170	180	180	1	0	0	3
178	360	360	1	1	2	1	1080	-1	1	3.5	9	92.5	2	4	6	7	9	6	-1	-1	2	5	8	1	-1	1	1	10.5	10.5	18	630	630	1080	12.1833	14.6833	20.6833	731	881	1241	1.68333	2.18333	2.18333	1.68333	4.18333	2.68333	3	3	1	375	375	410	1	0	0	1
179	300	480	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	6	3	-1	-1	6	7	3	3	-1	1	7	16.5	13.5	18	990	810	1080	19.35	17.35	22.35	1161	1041	1341	5.85	6.35	6.35	5.85	6.85	7.35	4	1	3	410	395	450	1	0	0	2
