	ID	CAR_AV_0	CAR_AV_1	CAR_AV_2	CAR_AV_3	CAR_AV_4	CAR_AV_5	CAR_AV_6	CAR_AV_7	CAR_AV_8	CAR_CO_0	CAR_CO_1	CAR_CO_2	CAR_CO_3	CAR_CO_4	CAR_CO_5	CAR_CO_6	CAR_CO_7	CAR_CO_8	CAR_TT_0	CAR_TT_1	CAR_TT_2	CAR_TT_3	CAR_TT_4	CAR_TT_5	CAR_TT_6	CAR_TT_7	CAR_TT_8	CHOICE_0	CHOICE_1	CHOICE_2	CHOICE_3	CHOICE_4	CHOICE_5	CHOICE_6	CHOICE_7	CHOICE_8	SM_AV_0	SM_AV_1	SM_AV_2	SM_AV_3	SM_AV_4	SM_AV_5	SM_AV_6	SM_AV_7	SM_AV_8	SM_CO_0	SM_CO_1	SM_CO_2	SM_CO_3	SM_CO_4	SM_CO_5	SM_CO_6	SM_CO_7	SM_CO_8	SM_HE_0	SM_HE_1	SM_HE_2	SM_HE_3	SM_HE_4	SM_HE_5	SM_HE_6	SM_HE_7	SM_HE_8	SM_SEATS_0	SM_SEATS_1	SM_SEATS_2	SM_SEATS_3	SM_SEATS_4	SM_SEATS_5	SM_SEATS_6	SM_SEATS_7	SM_SEATS_8	SM_TT_0	SM_TT_1	SM_TT_2	SM_TT_3	SM_TT_4	SM_TT_5	SM_TT_6	SM_TT_7	SM_TT_8	TRAIN_AV_0	TRAIN_AV_1	TRAIN_AV_2	TRAIN_AV_3	TRAIN_AV_4	TRAIN_AV_5	TRAIN_AV_6	TRAIN_AV_7	TRAIN_AV_8	TRAIN_CO_0	TRAIN_CO_1	TRAIN_CO_2	TRAIN_CO_3	TRAIN_CO_4	TRAIN_CO_5	TRAIN_CO_6	TRAIN_CO_7	TRAIN_CO_8	TRAIN_HE_0	TRAIN_HE_1	TRAIN_HE_2	TRAIN_HE_3	TRAIN_HE_4	TRAIN_HE_5	TRAIN_HE_6	TRAIN_HE_7	TRAIN_HE_8	TRAIN_TT_0	TRAIN_TT_1	TRAIN_TT_2	TRAIN_TT_3	TRAIN_TT_4	TRAIN_TT_5	TRAIN_TT_6	TRAIN_TT_7	TRAIN_TT_8	INCOME	FIRST	PURPOSE	DEST	TICKET	LUGGAGE	MALE	SP	SURVEY	GROUP	ORIGIN	QuestionID	GA	WHO	AGE	index
42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3380	3120	4160	4160	3120	4160	4160	3380	3380	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	30	27	34	30	30	27	34	34	27	1	1	1	1	1	1	1	1	1	3120	3120	3120	2600	2340	2340	3120	2340	2600	120	30	60	30	60	120	120	30	60	85	78	99	78	99	85	78	78	99	3	0	1	2	6	1	0	1	0	2	1	1	1	2	3	379
43	44	1	1	1	1	1	1	1	1	1	55	44	44	71	71	55	44	71	71	90	117	72	117	72	117	90	90	90	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	3120	3120	3380	3380	3120	3120	3380	3380	4160	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	62	65	69	69	69	69	65	62	69	1	1	1	1	1	1	1	1	1	3120	2340	2340	2340	2600	2600	3120	2600	3120	120	120	120	60	120	60	60	120	30	141	109	141	120	120	109	109	109	120	3	0	1	2	6	1	1	1	0	2	1	1	1	2	3	388
44	45	1	1	1	1	1	1	1	1	1	48	78	60	78	48	60	48	78	60	90	117	117	72	117	72	72	72	90	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	3120	4160	4160	4160	3380	3120	3120	3380	4160	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	97	93	90	90	90	93	90	93	93	1	1	1	1	1	1	1	1	1	2600	2600	2340	2340	2600	2340	3120	3120	2600	30	120	30	60	30	30	60	30	60	173	173	173	136	148	148	148	173	148	3	0	1	2	6	1	1	1	0	2	19	1	1	2	3	397
45	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	3120	3120	3380	3380	3120	3120	3380	3380	4160	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	76	79	83	83	83	83	79	76	83	1	1	1	1	1	1	1	1	1	3120	2340	2340	2340	2600	2600	3120	2600	3120	120	120	120	60	120	60	60	120	30	152	122	152	132	132	122	122	122	132	3	0	1	1	6	1	1	1	0	2	20	1	1	2	3	406
46	47	1	1	1	1	1	1	1	1	1	30	39	24	24	39	24	30	30	30	78	78	78	48	60	60	48	60	48	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3380	3120	4160	4160	3120	4160	4160	3380	3380	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	39	36	43	39	39	36	43	43	36	1	1	1	1	1	1	1	1	1	3120	3120	3120	2600	2340	2340	3120	2340	2600	120	30	60	30	60	120	120	30	60	92	85	106	85	106	92	85	85	106	2	0	1	1	6	1	1	1	0	2	17	1	1	3	2	415
47	48	1	1	1	1	1	1	1	1	1	84	67	67	109	109	84	67	109	109	40	32	52	52	32	52	40	40	40	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3120	3380	3120	3380	3120	3120	3380	4160	3380	30	20	30	10	30	20	10	20	20	1	1	0	0	0	1	1	1	0	21	25	23	25	25	25	23	25	21	1	1	1	1	1	1	1	1	1	3120	2340	2340	2340	2600	2600	3120	3120	2600	120	120	120	60	120	60	60	30	120	54	54	44	47	47	44	44	47	44	2	0	1	22	6	1	1	1	0	2	25	1	1	3	3	424
48	49	1	1	1	1	1	1	1	1	1	40	65	50	65	40	50	40	65	50	75	97	97	60	97	60	60	60	75	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3120	4160	4160	4160	3380	3120	3120	3380	4160	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	62	58	55	55	55	58	55	58	58	1	1	1	1	1	1	1	1	1	2600	2600	2340	2340	2600	2340	3120	3120	2600	30	120	30	60	30	30	60	30	60	133	133	133	103	113	113	113	133	113	3	0	1	2	6	1	1	1	0	2	1	1	1	3	3	433
49	50	1	1	1	1	1	1	1	1	1	75	60	60	97	97	75	60	97	97	150	195	120	195	120	195	150	150	150	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	3120	3120	3380	3380	3120	3120	3380	3380	4160	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	112	118	126	126	126	126	118	112	126	1	1	1	1	1	1	1	1	1	3120	2340	2340	2340	2600	2600	3120	2600	3120	120	120	120	60	120	60	60	120	30	263	203	263	223	223	203	203	203	223	2	0	1	2	6	1	1	1	0	2	17	1	1	3	4	442
50	51	1	1	1	1	1	1	1	1	1	44	71	55	71	44	55	44	71	55	90	117	117	72	117	72	72	72	90	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3120	4160	4160	4160	3380	3120	3120	3380	4160	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	81	79	77	77	77	79	77	79	79	1	1	1	1	1	1	1	1	1	2600	2600	2340	2340	2600	2340	3120	3120	2600	30	120	30	60	30	30	60	30	60	107	107	107	82	90	90	90	107	90	2	0	1	10	6	1	1	1	0	2	25	1	1	3	4	451
51	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	3380	3120	4160	4160	3120	4160	4160	3380	3380	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	66	58	76	66	66	58	76	76	58	1	1	1	1	1	1	1	1	1	3120	3120	3120	2600	2340	2340	3120	2340	2600	120	30	60	30	60	120	120	30	60	195	177	231	177	231	195	177	177	231	2	0	1	1	6	1	1	1	0	2	25	1	1	3	2	460
52	53	1	1	1	1	1	1	1	1	1	160	208	128	128	208	128	160	160	160	104	104	104	64	80	80	64	80	64	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3380	3120	4160	4160	3120	4160	4160	3380	3380	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	83	80	87	83	83	80	87	87	80	1	1	1	1	1	1	1	1	1	3120	3120	3120	2600	2340	2340	3120	2340	2600	120	30	60	30	60	120	120	30	60	138	126	163	126	163	138	126	126	163	3	0	1	2	6	3	1	1	0	2	1	1	1	3	2	469
53	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2220	2220	2405	2405	2220	2220	2405	2405	2960	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	27	30	34	34	34	34	30	27	34	1	1	1	1	1	1	1	1	1	2220	1665	1665	1665	1850	1850	2220	1850	2220	120	120	120	60	120	60	60	120	30	97	76	97	83	83	76	76	76	83	2	0	1	1	7	1	0	1	0	2	17	1	1	1	2	478
54	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	162	162	175	175	162	162	175	175	216	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	55	58	62	62	62	62	58	55	62	1	1	1	1	1	1	1	1	1	162	121	121	121	135	135	162	135	162	120	120	120	60	120	60	60	120	30	131	101	131	111	111	101	101	101	111	1	0	1	1	8	1	0	1	0	2	17	1	0	1	1	487
55	56	1	1	1	1	1	1	1	1	1	28	45	35	45	28	35	28	45	35	50	65	65	40	65	40	40	40	50	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	262	349	349	349	283	262	262	283	349	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	39	36	34	34	34	36	34	36	36	1	1	1	1	1	1	1	1	1	218	218	196	196	218	196	262	262	218	30	120	30	60	30	30	60	30	60	97	97	97	79	85	85	85	97	85	4	0	1	1	8	1	0	1	0	2	17	1	0	1	2	496
56	57	1	1	1	1	1	1	1	1	1	105	84	84	136	136	105	84	136	136	160	208	128	208	128	208	160	160	160	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	60	60	65	65	60	60	65	65	80	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	102	108	116	116	116	116	108	102	116	1	1	1	1	1	1	1	1	1	60	45	45	45	50	50	60	50	60	120	120	120	60	120	60	60	120	30	257	195	257	216	216	195	195	195	216	3	0	1	22	8	0	0	1	0	2	1	1	0	2	3	505
57	58	1	1	1	1	1	1	1	1	1	24	39	30	39	24	30	24	39	30	60	78	78	48	78	48	48	48	60	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	215	286	286	286	233	215	215	233	286	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	34	31	29	29	29	31	29	31	31	1	1	1	1	1	1	1	1	1	179	179	161	161	179	161	215	215	179	30	120	30	60	30	30	60	30	60	92	92	92	74	80	80	80	92	80	4	0	1	20	8	1	1	1	0	2	17	1	0	2	1	514
58	59	1	1	1	1	1	1	1	1	1	110	88	88	143	143	110	88	143	143	190	247	152	247	152	247	190	190	190	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	168	168	182	182	168	168	182	182	224	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	71	80	92	92	92	92	80	71	92	1	1	1	1	1	1	1	1	1	168	126	126	126	140	140	168	140	168	120	120	120	60	120	60	60	120	30	292	224	292	247	247	224	224	224	247	3	0	1	22	8	1	0	1	0	2	17	1	0	2	3	523
59	60	1	1	1	1	1	1	1	1	1	45	36	36	58	58	45	36	58	58	60	78	48	78	48	78	60	60	60	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	259	259	281	281	259	259	281	281	346	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	54	57	61	61	61	61	57	54	61	1	1	1	1	1	1	1	1	1	259	194	194	194	216	216	259	216	259	120	120	120	60	120	60	60	120	30	132	102	132	112	112	102	102	102	112	4	0	1	2	8	1	1	1	0	2	1	1	0	2	4	532
60	61	1	1	1	1	1	1	1	1	1	115	92	92	149	149	115	92	149	149	160	208	128	208	128	208	160	160	160	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	20	20	22	22	20	20	22	22	27	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	84	90	98	98	98	98	90	84	98	1	1	1	1	1	1	1	1	1	20	15	15	15	17	17	20	17	20	120	120	120	60	120	60	60	120	30	240	185	240	203	203	185	185	185	203	1	0	1	17	10	1	0	1	0	2	10	1	0	1	3	541
61	62	1	1	1	1	1	1	1	1	1	88	143	110	143	88	110	88	143	110	210	273	273	168	273	168	168	168	210	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	84	92	88	88	88	81	97	99	92	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	123	119	116	116	116	119	116	119	119	1	1	1	1	1	1	1	1	1	81	81	73	73	81	73	97	97	81	30	120	30	60	30	30	60	30	60	186	186	186	165	172	172	172	186	172	2	1	1	17	1	1	0	1	0	2	2	1	0	1	2	550
62	63	1	1	1	1	1	1	1	1	1	35	28	45	28	45	28	35	35	35	78	78	78	48	60	60	48	60	48	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	65	74	60	65	46	58	74	48	54	20	30	10	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	67	71	64	67	67	64	71	71	64	1	1	1	1	1	1	1	1	1	50	50	50	42	38	38	50	38	42	120	60	30	30	60	120	120	30	60	120	141	109	109	141	120	109	109	141	2	1	1	17	1	1	0	1	0	2	1	1	0	1	3	559
63	64	1	1	1	1	1	1	1	1	1	40	65	50	65	40	50	40	65	50	80	104	104	64	104	64	64	64	80	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	71	84	78	78	74	65	78	84	84	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	48	44	41	41	41	44	41	44	44	1	1	1	1	1	1	1	1	1	60	60	54	54	60	54	72	72	60	30	120	30	60	30	30	60	30	60	113	113	113	92	99	99	99	113	99	3	1	1	1	1	1	1	1	0	2	2	1	0	1	3	568
64	65	1	1	1	1	1	1	1	1	1	72	90	117	117	72	90	72	117	90	140	182	182	112	182	112	112	112	140	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	97	109	118	109	105	90	109	118	118	10	20	10	30	30	10	20	30	30	0	0	1	1	1	1	0	0	0	79	65	71	65	65	71	65	71	71	1	1	1	1	1	1	1	1	1	84	76	84	76	84	76	101	101	84	30	30	120	60	30	30	60	30	60	215	215	215	169	184	184	184	215	184	2	1	1	2	1	0	1	1	0	2	17	1	0	2	4	577
65	66	1	1	1	1	1	1	1	1	1	56	91	70	91	56	70	56	91	70	135	175	175	108	175	108	108	108	135	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	78	92	84	84	81	74	88	92	92	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	122	118	115	115	115	118	115	118	118	1	1	1	1	1	1	1	1	1	71	71	64	64	71	64	85	85	71	30	120	30	60	30	30	60	30	60	206	206	206	157	173	173	173	206	173	2	1	1	5	1	1	0	1	0	2	2	1	0	2	2	586
66	67	1	1	1	1	1	1	1	1	1	60	48	48	78	78	60	48	78	78	90	117	72	117	72	117	90	90	90	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	84	68	74	74	74	74	88	78	99	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	62	65	69	69	69	69	65	62	69	1	1	1	1	1	1	1	1	1	78	58	58	58	65	65	78	65	78	120	120	120	60	120	60	60	120	30	140	110	140	120	120	110	110	110	120	2	1	1	2	1	1	1	1	0	2	1	1	0	2	2	595
67	68	1	1	1	1	1	1	1	1	1	35	28	28	45	45	35	28	45	45	60	78	48	78	48	78	60	60	60	2	3	3	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	58	44	48	48	48	48	60	53	71	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	70	73	77	77	77	77	73	70	77	1	1	1	1	1	1	1	1	1	50	38	38	38	42	42	50	42	50	120	120	120	60	120	60	60	120	30	147	116	147	126	126	116	116	116	126	2	1	1	17	1	1	1	1	0	2	1	1	0	2	2	604
68	69	1	1	1	1	1	1	1	1	1	240	192	192	312	312	192	240	312	312	150	120	195	195	120	150	195	150	150	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	112	94	92	94	99	118	99	105	133	30	20	30	10	30	10	20	20	20	1	1	0	0	0	1	1	0	1	113	120	116	120	120	116	120	113	120	1	1	1	1	1	1	1	1	1	110	83	83	83	92	110	92	92	110	120	120	120	60	120	60	60	120	30	202	202	155	171	171	155	155	155	171	3	1	1	2	1	1	1	1	0	2	18	1	0	2	2	613
69	70	1	1	1	1	1	1	1	1	1	50	40	40	65	65	50	40	65	65	60	78	48	78	48	78	60	60	60	2	1	3	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	78	65	68	68	71	71	84	74	94	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	44	47	51	51	51	51	47	44	51	1	1	1	1	1	1	1	1	1	72	54	54	54	60	60	72	60	72	120	120	120	60	120	60	60	120	30	116	95	116	102	102	95	95	95	102	2	1	1	2	1	1	0	1	0	2	1	1	0	2	3	622
70	71	1	1	1	1	1	1	1	1	1	95	123	76	76	123	76	95	95	95	143	143	143	88	110	110	88	110	88	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	112	109	137	118	88	109	137	92	99	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	64	58	72	64	64	58	72	72	58	1	1	1	1	1	1	1	1	1	101	101	101	84	76	76	101	76	84	120	30	60	30	60	120	120	30	60	177	162	208	162	208	177	162	162	208	3	1	1	2	1	1	0	1	0	2	17	1	0	2	3	631
71	72	1	1	1	1	1	1	1	1	1	144	187	115	115	187	115	144	144	144	130	130	130	80	100	100	80	100	80	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	92	88	105	92	74	84	105	76	84	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	78	75	82	78	78	75	82	82	75	1	1	1	1	1	1	1	1	1	85	85	85	71	64	64	85	64	71	120	30	60	30	60	120	120	30	60	127	118	145	118	145	127	118	118	145	2	1	1	2	1	1	1	1	0	2	1	1	0	2	3	640
72	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	58	54	68	60	42	54	68	44	50	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	38	35	42	38	38	35	42	42	35	1	1	1	1	1	1	1	1	1	46	46	46	38	34	34	46	34	38	120	30	60	30	60	120	120	30	60	91	83	108	83	108	91	83	83	108	3	1	1	1	1	1	1	1	0	2	17	1	0	2	3	649
73	74	1	1	1	1	1	1	1	1	1	50	40	40	65	65	50	40	65	65	110	143	88	143	88	143	110	110	110	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	78	65	68	68	71	71	84	74	94	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	28	31	35	35	35	35	31	28	35	1	1	1	1	1	1	1	1	1	72	54	54	54	60	60	72	60	72	120	120	120	60	120	60	60	120	30	102	78	102	86	86	78	78	78	86	4	1	1	1	1	1	0	1	0	2	2	1	0	2	2	658
74	75	1	1	1	1	1	1	1	1	1	50	40	65	40	65	40	50	50	50	156	156	156	96	120	120	96	96	120	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	48	51	47	46	40	42	51	42	40	20	30	10	20	20	10	10	10	30	0	0	0	0	0	0	0	0	0	87	89	85	87	87	85	89	85	89	1	1	1	1	1	1	1	1	1	48	48	48	40	36	36	48	40	36	120	60	30	30	60	120	120	60	30	98	115	90	90	115	98	90	115	90	2	1	1	25	2	3	1	1	0	2	10	1	0	2	2	667
75	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	116	108	136	116	82	106	136	89	97	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	43	41	46	43	43	41	46	46	41	1	1	1	1	1	1	1	1	1	76	76	76	63	57	57	76	57	63	120	30	60	30	60	120	120	30	60	62	57	72	57	72	62	57	57	72	3	1	1	17	3	0	1	1	0	2	1	1	0	2	2	676
76	77	1	1	1	1	1	1	1	1	1	65	52	84	52	84	65	52	65	65	117	117	117	72	90	72	90	72	90	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	169	194	162	176	136	194	162	153	142	20	30	10	20	20	10	10	10	30	0	0	0	0	0	0	0	0	0	71	75	68	71	71	75	68	68	75	1	1	1	1	1	1	1	1	1	156	156	156	130	117	156	117	130	117	120	60	30	30	60	120	120	60	30	126	147	115	115	147	115	126	147	115	2	1	1	2	3	0	0	1	0	2	1	1	0	2	4	685
77	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	167	136	147	147	147	147	176	155	198	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	57	60	64	64	64	64	60	57	64	1	1	1	1	1	1	1	1	1	156	117	117	117	130	130	156	130	156	120	120	120	60	120	60	60	120	30	135	105	135	115	115	105	105	105	115	3	1	1	2	3	1	0	1	0	2	1	1	0	2	2	694
78	79	1	1	1	1	1	1	1	1	1	80	64	64	104	104	64	80	104	104	80	64	104	104	64	80	104	80	80	2	2	2	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	153	130	119	130	136	155	136	167	136	30	20	30	10	30	10	20	20	20	1	1	0	0	0	1	1	1	0	78	82	80	82	82	80	82	82	78	1	1	1	1	1	1	1	1	1	145	109	109	109	121	145	121	145	121	120	120	120	60	120	60	60	30	120	122	122	95	104	104	95	95	104	95	3	1	1	25	3	1	1	1	0	2	23	1	0	2	3	703
79	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	82	79	92	82	60	74	92	63	70	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	64	61	68	64	64	61	68	68	61	1	1	1	1	1	1	1	1	1	70	70	70	58	52	52	70	52	58	120	30	60	30	60	120	120	30	60	117	106	139	106	139	117	106	106	139	3	1	1	17	4	1	1	1	0	2	19	1	0	1	4	712
80	81	1	1	1	1	1	1	1	1	1	15	12	12	19	19	15	12	19	19	40	32	52	52	32	52	40	40	40	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	53	43	41	43	45	45	58	67	50	30	20	30	10	30	20	10	20	20	1	1	0	0	0	1	1	1	0	37	41	39	41	41	41	39	41	37	1	1	1	1	1	1	1	1	1	48	36	36	36	40	40	48	48	40	120	120	120	60	120	60	60	30	120	72	72	59	63	63	59	59	63	59	4	1	1	25	4	0	1	1	0	2	22	1	0	2	2	721
81	82	1	1	1	1	1	1	1	1	1	140	182	112	112	182	112	140	140	140	195	195	195	120	150	150	120	150	120	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	108	100	133	133	100	133	133	108	108	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	56	50	64	56	56	50	64	64	50	1	1	1	1	1	1	1	1	1	100	100	100	83	75	75	100	75	83	120	30	60	30	60	120	120	30	60	169	154	200	154	200	169	154	154	200	3	1	1	2	5	1	1	1	0	2	17	1	0	1	3	730
82	83	1	1	1	1	1	1	1	1	1	90	72	117	72	117	90	72	90	90	208	208	208	128	160	128	160	160	128	2	2	2	1	2	3	1	2	2	1	1	1	1	1	1	1	1	1	108	133	100	133	100	133	133	108	108	20	30	10	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	86	94	80	86	86	94	80	94	80	1	1	1	1	1	1	1	1	1	100	100	100	83	75	100	75	75	83	120	60	30	30	60	120	120	30	60	199	238	180	180	238	180	199	180	238	4	1	1	17	5	1	0	1	0	2	2	1	0	2	2	739
83	84	1	1	1	1	1	1	1	1	1	100	80	80	130	130	100	80	130	130	150	195	120	195	120	195	150	150	150	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	100	100	108	108	100	100	108	108	133	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	63	69	77	77	77	77	69	63	77	1	1	1	1	1	1	1	1	1	100	75	75	75	83	83	100	83	100	120	120	120	60	120	60	60	120	30	209	161	209	177	177	161	161	161	177	3	1	1	1	5	1	1	1	0	2	22	1	0	2	2	748
84	85	1	1	1	1	1	1	1	1	1	28	45	45	35	28	35	28	45	35	60	78	48	78	78	48	48	48	60	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	100	133	133	133	108	100	100	108	133	10	10	30	20	30	10	20	30	30	0	1	1	0	1	1	0	0	0	48	44	41	41	41	44	41	44	44	1	1	1	1	1	1	1	1	1	83	83	75	75	83	75	100	100	83	30	120	60	30	30	30	60	30	60	111	111	90	111	97	97	97	111	97	3	1	1	17	5	1	1	1	0	2	1	1	0	2	3	757
85	86	1	1	1	1	1	1	1	1	1	205	164	164	266	266	205	164	266	266	250	325	200	325	200	325	250	250	250	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	100	100	108	108	100	100	108	108	133	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	76	84	94	94	94	94	84	76	94	1	1	1	1	1	1	1	1	1	100	75	75	75	83	83	100	83	100	120	120	120	60	120	60	60	120	30	249	195	249	213	213	195	195	195	213	3	1	1	1	5	1	1	1	0	2	25	1	0	2	3	766
86	87	1	1	1	1	1	1	1	1	1	85	110	68	68	110	68	85	85	85	182	182	112	182	140	140	112	140	112	2	2	1	2	2	3	2	1	2	1	1	1	1	1	1	1	1	1	108	100	133	133	100	133	133	108	108	20	10	20	30	20	10	10	30	10	0	0	0	0	0	0	0	0	0	126	123	126	130	126	123	130	130	123	1	1	1	1	1	1	1	1	1	100	100	83	100	75	75	100	75	83	120	30	30	60	60	120	120	30	60	181	164	164	214	214	181	164	164	214	2	1	1	2	5	1	1	1	0	2	20	1	0	2	2	775
87	88	1	1	1	1	1	1	1	1	1	165	214	132	132	214	132	165	165	165	214	214	214	132	165	165	132	165	132	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5460	5040	6720	6720	5040	6720	6720	5460	5460	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	78	70	88	78	78	70	88	88	70	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	3780	5040	3780	4200	120	30	60	30	60	120	120	30	60	207	189	243	189	243	207	189	189	243	3	1	1	25	6	1	1	1	0	2	1	1	1	1	3	784
